participantId,accountId,currentAccountId,currentPlatformId,matchHistoryUri,platformId,summonerId,summonerName
4,x5gU-MSg4pBG18NzxjML8VrCsdNNrz1G7nXiT6Iiv304TIg,x5gU-MSg4pBG18NzxjML8VrCsdNNrz1G7nXiT6Iiv304TIg,BR1,/v1/stats/player_history/BR1/201226206,BR1,7HN5iu5xOSlE9ADdgGCP3Y9Z5T_Up7cCiw9KjfmBqeRtxQ,Walleri
5,kDW71vpduslRrEGyStoE3pr-6n5hh9Q5PRDM1sqjfxYr0io,kDW71vpduslRrEGyStoE3pr-6n5hh9Q5PRDM1sqjfxYr0io,BR1,/v1/stats/player_history/BR1/210658387,BR1,RKLB7I7us0WLSChd183KqoIyvKGo4cbaZep0mpjprIV-Hg8,olá papito
6,gpCPU7CnzOjYh3oc53iHU-EVb-EznEfZbqyXeStee9m33w,pDkYVqrV0HcCXkEkIlj_z859el1TFzS-ZAOBlI3SsgQ,BR1,/v1/stats/player_history/NA/33371747,NA,UHhTyAsxLrP2QMpRKiBt_wLS7OfKrG-1e5p0sfneKXqm,RenatinSieg
7,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
8,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,ChPCOr8TxKPI3p-CFfF1ZL0-fo7PJcugLKiOBY_9we8B0Z4,BR1,/v1/stats/player_history/BR1/202567759,BR1,hWlHmeEQnsnkH6ds-LxQC4CiZSqoTqnSkU4reGMFLvP4Hg,Loiras vem d zap
9,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,KgZ_4w_ktcrd0IDVuCUdMIZsQhZg4NDMIT5n5wJOcdeFlpU,BR1,/v1/stats/player_history/BR1/209566241,BR1,O5LK3dq-IuI6kniJUjP0_9FsAxtLzVB2W3_sYdJqYm_fRwE,Jhonie Bigu
10,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,Xptn8HYdALIp8r7SJ4v_CQRkbHR_AqG2cG-u5BiVsHcj2cI,BR1,/v1/stats/player_history/BR1/214825110,BR1,I--2bHkgbaDMuytzvWph0cXMD3lp3t3r3tq5oWxUP1Gl3Y4,theseixas
1,1M8BdVVm0bROJmt-4LJhuFoCn83JSfyUAn0cyv4yXhqy,1M8BdVVm0bROJmt-4LJhuFoCn83JSfyUAn0cyv4yXhqy,BR1,/v1/stats/player_history/BR1/1069158,BR1,q61maBhRx6oiiTlgFY23_i5OJGtKeo7xgGWL0a_oRRfsPA,LLKO
2,pAuGH7Bw0r4FFKpK4MAz5ILBDZBSeZpF2B7N7SI0LJylyL__qzMl1GdB,pAuGH7Bw0r4FFKpK4MAz5ILBDZBSeZpF2B7N7SI0LJylyL__qzMl1GdB,BR1,/v1/stats/player_history/BR1/1951967145306624,BR1,J-xhQi4kHfqMvLzbEVCakHEgvim2yFsILBvE_uMnVQfWJGQ,baby orc
3,MdTHpK8AQSjSnQ_5cYEcMsEpmvp2I2sNV4mZEImgK02TJo3U_N-RkrWe,MdTHpK8AQSjSnQ_5cYEcMsEpmvp2I2sNV4mZEImgK02TJo3U_N-RkrWe,BR1,/v1/stats/player_history/BR1/1951967155292736,BR1,NIEQZb1VTMwlSSA8p6zRZ-YwrnpXO8TMkT-yE4HPAziztF4,Taliy4h King
4,-OVWHT9VIljFs1LCrBeAOnJEkvyscsXaMxiEsk60g7Fitw,CBRh6br52bk8k83GkMDIx4FIxK01Z6TecufEEvSg7mk,BR1,/v1/stats/player_history/NA1/45257663,NA1,mQ3LG0IaAMOpTHiUNuSJnxHYovLdsP57x4OYlPsz334K,Malfeitu
5,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,BR1,/v1/stats/player_history/BR1/919946,BR1,vEsZrDlX1altS8fKVxgRt_D7zdFTwzU1sHnwkrJyneti,Hidan TL
6,OPYFpBFXtz6WMR5xtNFmK6nNQkTdxktoIa-jDu8wqJjw,OPYFpBFXtz6WMR5xtNFmK6nNQkTdxktoIa-jDu8wqJjw,BR1,/v1/stats/player_history/BR1/1614977,BR1,vGtl4v7rYkCLfkd0cEO3szMCpK06w-kOg-SX5FXBmes58w,4bsolut NGDA
7,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
8,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
9,__Jvos7K0uQAOieSBjpqLXsfE7MrBVRgYr0psh1Mv2BVoGo,__Jvos7K0uQAOieSBjpqLXsfE7MrBVRgYr0psh1Mv2BVoGo,BR1,/v1/stats/player_history/BR1/213686737,BR1,hUh0-RKANs5ARMNk6CbxofRmvH2htzvAYGRvNQJoI7h9I-g,Markím MECHANICS
10,FwZCtN_NKbp-WyJmOaxd6icZYDujYUvDWD216lXDBCDN2hw,FwZCtN_NKbp-WyJmOaxd6icZYDujYUvDWD216lXDBCDN2hw,BR1,/v1/stats/player_history/BR1/204739565,BR1,y3mKiKJvydXC3d9kYumykLi-HIRt_sNJTAudArNoKzc6mQ,VYSION CRAZY
1,LbYWyxHkcWIymJnaZ3d9GG3plQDUnkNYHaOvOCd4oJNMna4,LbYWyxHkcWIymJnaZ3d9GG3plQDUnkNYHaOvOCd4oJNMna4,BR1,/v1/stats/player_history/BR1/202531829,BR1,l-_gnjP3AuxxA3CXSZiwvYOuUbJ9tOCfiNcMg81UkHj6ig,EU SOU O PUMINHA
2,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
3,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
4,C6LLQ-PNcqdxXVMv7gh-YKWooCNYGLe2nZNsZ8g4xr5RY5E,C6LLQ-PNcqdxXVMv7gh-YKWooCNYGLe2nZNsZ8g4xr5RY5E,BR1,/v1/stats/player_history/BR1/202811018,BR1,lMyI1T9v1_-WnInKC0I3lDA1ayHW4BFh3G6smrlR59wxFQ,Odeio o Dia 5
5,12921EbTGt-1rVuQ_iSMYTnjINBdLeyfGHFAcbVV2QM,12921EbTGt-1rVuQ_iSMYTnjINBdLeyfGHFAcbVV2QM,BR1,/v1/stats/player_history/BR1/808576,BR1,CClHmKiU9b-ExzwFZEpczK8q9kiBafPyVCDV5Y6r08N7,Nills Sjoberg
6,b-k4TgIfqk6PsMryYyMkBdI_8IdpPSwwQL5OziYJvT0E,b-k4TgIfqk6PsMryYyMkBdI_8IdpPSwwQL5OziYJvT0E,BR1,/v1/stats/player_history/BR1/1236045,BR1,Eblwe2hxOWS_uanhC-MMgbUdpI1We7Z5V7bKFLwPpOKzHw,P1JACK IS BACK
7,ZTAQQEN7ygpQC89GYXgyUoJD1rv_GaFZwtHteOJEHl4G3g,4jwm0VfRr_UXPQMG1obERllG9g9zebx2C9pvJgIb0N4,BR1,/v1/stats/player_history/NA1/43944010,NA1,yTZDLwzZpCT6GrjMzRfomowYhqEejPVd3foeU5cm6iTv,duo fiel
8,mVV4wFzhMPBILcuXnKOryo_xw_cwyneWo3gmxQX5tpsR,mVV4wFzhMPBILcuXnKOryo_xw_cwyneWo3gmxQX5tpsR,BR1,/v1/stats/player_history/BR1/1655762,BR1,iTdZZ5pfwvMNpYfbGgSxXIVJNRlZrsUWCw1O3nuMlumXtw,Wartin
9,UD9TzLojOzOt6BnKbPAaE1ZBKtrTLoP8Q4-jX9EOi6YX,UD9TzLojOzOt6BnKbPAaE1ZBKtrTLoP8Q4-jX9EOi6YX,BR1,/v1/stats/player_history/BR1/1443420,BR1,QtbOiIzXojDwQ422CSV3c67hBSuikdM3D9rSVggg6FKL-g,lord semi
10,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,Z8qS01CUbyi9YylcxYNNWFlktNU6Oel9JOEand6GIWA,BR1,/v1/stats/player_history/BR1/919946,BR1,vEsZrDlX1altS8fKVxgRt_D7zdFTwzU1sHnwkrJyneti,Hidan TL
1,Ot3CGaEvxN6RX9K06141KIKwHilUO4NjeNMIwL-LP6Uf3z8,Ot3CGaEvxN6RX9K06141KIKwHilUO4NjeNMIwL-LP6Uf3z8,BR1,/v1/stats/player_history/BR1/220314047,BR1,VvtfDz_Ts7zUnuzEzjYM3gaDC2JkuSRFdx-gOlPZ6crwHZE,reborn mid laner
2,EZHzDrK5D_BHqncf8Qbmv56R6jPXxT51pae2OmuP1YMyYtQ_4XeIywij,EZHzDrK5D_BHqncf8Qbmv56R6jPXxT51pae2OmuP1YMyYtQ_4XeIywij,BR1,/v1/stats/player_history/BR1/1951967166229312,BR1,l4y76NEKpljqF1M5iBk3yoRVrIvXhVKfqQm80kpvzYHmwd0,Top sucks
3,5M9B01VWqW7ZB7HxAcz92r74dRIyMCkTnk5S0o7qSYdAFZw,5M9B01VWqW7ZB7HxAcz92r74dRIyMCkTnk5S0o7qSYdAFZw,BR1,/v1/stats/player_history/BR1/202262947,BR1,nDkAvkiVhfWmZghd9zWLpHdYzf-Y0J4YOryrg_qWAwUh-w,Boca kwaii
4,Hp14PhTcq7Lfxuw98MNh_knQ2Jg28WDl3wSzZEmhCvSQbg,QXiJlMyVJz7bLNCSgZ-CQvxzAqfsM0CMUKmItXKoJDzRrTo,BR1,/v1/stats/player_history/NA1/45565212,NA1,koi6LUV-1ejnRkrw5gchOtqvB35pAhw_AmEjCTeJ8U3_hQ,Izuku Mídoriya
5,o3VSdt_u99HDuFIa-eVDP5UUtpZogbzCXhvjtLVM8A4b,uLWGXtaGT5GCq47gaHPLiQ2O-j-UxOuTfvfDqHtorrkM730,BR1,/v1/stats/player_history/LA2/1153646,LA2,6GFQfNXxN1hWsnxb2iUuKZrXOssX35UNCMeCDcJhEymtaWU,1Shmebulock
6,O5zm5r4fIZlVTBXuPK8BM0mCTmva87KjYgE1DFgx0Wwzgdw,O5zm5r4fIZlVTBXuPK8BM0mCTmva87KjYgE1DFgx0Wwzgdw,BR1,/v1/stats/player_history/BR1/216186384,BR1,ODc6a9lDafITGBFMy5ItAqFTz83bFLIdCd_x7NpJ_5lBfB8,JOSI JÚEGOS
7,ZTAQQEN7ygpQC89GYXgyUoJD1rv_GaFZwtHteOJEHl4G3g,4jwm0VfRr_UXPQMG1obERllG9g9zebx2C9pvJgIb0N4,BR1,/v1/stats/player_history/NA1/43944010,NA1,yTZDLwzZpCT6GrjMzRfomowYhqEejPVd3foeU5cm6iTv,duo fiel
8,I4ooBEYes-dvm0SDharzAWAOVfszqPSAAn9sQ8r9fUf8HTg,I4ooBEYes-dvm0SDharzAWAOVfszqPSAAn9sQ8r9fUf8HTg,BR1,/v1/stats/player_history/BR1/202650113,BR1,4gTM8XVGdFM5yBi5l3eiO66LycOTxXNCg7jGSbQj8eQGsQ,Snott
9,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
10,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
1,ZTAQQEN7ygpQC89GYXgyUoJD1rv_GaFZwtHteOJEHl4G3g,4jwm0VfRr_UXPQMG1obERllG9g9zebx2C9pvJgIb0N4,BR1,/v1/stats/player_history/NA1/43944010,NA1,yTZDLwzZpCT6GrjMzRfomowYhqEejPVd3foeU5cm6iTv,duo fiel
2,EZHzDrK5D_BHqncf8Qbmv56R6jPXxT51pae2OmuP1YMyYtQ_4XeIywij,EZHzDrK5D_BHqncf8Qbmv56R6jPXxT51pae2OmuP1YMyYtQ_4XeIywij,BR1,/v1/stats/player_history/BR1/1951967166229312,BR1,l4y76NEKpljqF1M5iBk3yoRVrIvXhVKfqQm80kpvzYHmwd0,Top sucks
3,r7m4TdBJ03nKTPzGh95Wnxmlj8uDupzFR6pEFWVeDruLGw,F2w-h5W5K4jvkiw670BtJERcWhhkwy478cZlzssu48E,BR1,/v1/stats/player_history/NA1/47418645,NA1,6zbE2rjJX3AiKhRPmBNUdm7rdWha-6GIX6zGg2k9ujwh,cabuuu
4,rgZNQ8CvcdufspzSck8FsZ2cIrU2Ki0tS7Wm8pizaYYSYT8,rgZNQ8CvcdufspzSck8FsZ2cIrU2Ki0tS7Wm8pizaYYSYT8,BR1,/v1/stats/player_history/BR1/211934273,BR1,g8pBXpVcVgFTIp4dOwPW_OZLevAp6TS6rKTr2PpvUiVlRzo,Vô The legend
5,T9xmHrTK0xgaf7oZo_UtHbO1P8ODWqM47nNL25vap0WwphU,T9xmHrTK0xgaf7oZo_UtHbO1P8ODWqM47nNL25vap0WwphU,BR1,/v1/stats/player_history/BR1/200288992,BR1,9Qkxwe47iAR6QOWvoV5mZDTEzo8lpLOj3WHD4ppgWOoBYA,enel1
6,WjkofUsOe9OZOG40Dh9caSBsssm-ZYOjjnu2dB45DgZMSvM,WjkofUsOe9OZOG40Dh9caSBsssm-ZYOjjnu2dB45DgZMSvM,BR1,/v1/stats/player_history/BR1/211587458,BR1,l2-gAwzNMbBenuQr4qWN1VVyc-qRLwj7tiiI0WqILQikWMI,2WPARKJIHYO
7,qSrjSy1G_ZTKA8XJ3WT2Ibj5EV2cmw300kGVsHndm4WbcJo,qSrjSy1G_ZTKA8XJ3WT2Ibj5EV2cmw300kGVsHndm4WbcJo,BR1,/v1/stats/player_history/BR1/210953199,BR1,cbgryVzk7h-Est_lSTB8yh4gleJ5PQ8Cl9KX82xTjfWENl0,S0rry123456789
8,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
9,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
10,B7Ol9fJJNNtjd0NmTVdzyvQAA6ZS3P3KMZDG3FOhxVzk,B7Ol9fJJNNtjd0NmTVdzyvQAA6ZS3P3KMZDG3FOhxVzk,BR1,/v1/stats/player_history/BR1/1383417,BR1,DL-bRc-j5yPFyx7EpcaCBlNdO2QH1pHMqOx4YA2E-Zok_A,POMBO ALIENIGENA
1,ZTAQQEN7ygpQC89GYXgyUoJD1rv_GaFZwtHteOJEHl4G3g,4jwm0VfRr_UXPQMG1obERllG9g9zebx2C9pvJgIb0N4,BR1,/v1/stats/player_history/NA1/43944010,NA1,yTZDLwzZpCT6GrjMzRfomowYhqEejPVd3foeU5cm6iTv,duo fiel
2,9TK1jo5LDF1MTCLp-ysIiqa499tM2brcvWpQYKBYERRvJ2c,9TK1jo5LDF1MTCLp-ysIiqa499tM2brcvWpQYKBYERRvJ2c,BR1,/v1/stats/player_history/BR1/214767417,BR1,qKwgzIihJvZR_C7XL7fTJLXZBV0DhfbLMufpHlZn_PegCT0,assassin player
3,xRnsOkLh-DxIpxLQTlBQtO9I5zqUAgLP2aZNe8vRylYe3w,DuuUnFiFBu5bxQ7q9_FTJgwYRRonVxzal66sPO39EZmYzlU,BR1,/v1/stats/player_history/NA/37949934,NA,LwYRZRRdkuHR9ChYTinJk0NlHq8Wv4xIThmE7sd4RPZNnEU,HISOKA1
4,T9xmHrTK0xgaf7oZo_UtHbO1P8ODWqM47nNL25vap0WwphU,T9xmHrTK0xgaf7oZo_UtHbO1P8ODWqM47nNL25vap0WwphU,BR1,/v1/stats/player_history/BR1/200288992,BR1,9Qkxwe47iAR6QOWvoV5mZDTEzo8lpLOj3WHD4ppgWOoBYA,enel1
5,rpVZZ-pANAla4Bd5Vm7cbMSdpVtx5nGwIF4TfnJfAKiYeFk,rpVZZ-pANAla4Bd5Vm7cbMSdpVtx5nGwIF4TfnJfAKiYeFk,BR1,/v1/stats/player_history/BR1/200981435,BR1,EIYbHPEC7qZHUuWrFURl4-ksdU3dyEPW66prXjZjzK0qlQ,JAW KlyOn
6,hqeSorPTN3WUsKEa15R2FNK6KD1Zk14UoNxKHEk4HgLAJtg,hqeSorPTN3WUsKEa15R2FNK6KD1Zk14UoNxKHEk4HgLAJtg,BR1,/v1/stats/player_history/BR1/203029508,BR1,SZGeJ7saK_7OMEgEFB9dtiJM5_mNxHxVyrkzWnfXVlTSng,Qats
7,sXkYb0Afbxa_0FuLL1xQA4vTX6kocyxLYOBbmE_siIml5hk,sXkYb0Afbxa_0FuLL1xQA4vTX6kocyxLYOBbmE_siIml5hk,BR1,/v1/stats/player_history/BR1/202635923,BR1,4kRiWwGLYxrozwY1YUBHjqAoMuEpG_c3Ual3Qri6meiqaA,BeBenJ Joga izi
8,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
9,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
10,zUVpDsdsmG3RsN-9RCGhZVQ3jnvNe89QFN_4NMeM_z4iXFc,zUVpDsdsmG3RsN-9RCGhZVQ3jnvNe89QFN_4NMeM_z4iXFc,BR1,/v1/stats/player_history/BR1/200797313,BR1,P_tCofOBo4db6d8kAfb9TojyhEqZBHO8zBD3nkmALznFTQ,freirezin
1,5NIBWFeQKcbQ8yiyzud_eVWCWOLA2dlFWiWHWWJxxqh7eA,NVunQdwhNA41mVjLBAZR8FY2lseYxsXY-rqRRLF8lMEV,BR1,/v1/stats/player_history/NA1/45764471,NA1,3FdRxIoiZ85NEOkdEfusFjP4-K2Wraj1eU3M59xEHLdPMw,fim de festa
2,poVd8RbO5VnywH5h5vurQS8ESs5fDhVJQNmaCodzr4Apvz0,poVd8RbO5VnywH5h5vurQS8ESs5fDhVJQNmaCodzr4Apvz0,BR1,/v1/stats/player_history/BR1/200306423,BR1,LnIRmwfGQhDe68jFno08E8R-pfy67girD1zxPyMOYVO2bA,dinkeuinke
3,wjevoCHPmIFT7E4Pg0erPw0c1pp20-aSsB0mUJUcHoRgjg,yzOCE0xAzbPzP0qLAVm9mSLPPfAL1q3fnUEz4Ov7eHY,BR1,/v1/stats/player_history/NA/31599681,NA,fn67H5qU5ew80HWR6alOn5zsGpHOC_xdkv45RvhxtEeI,danmf
4,HV6IwUqXdHu50e2WBFLpSoVqJ8Wih13IWwLct7NYrqSsTA,sVL_brpafn17bdrSazn6Dj_tgtQNoan3N7zkydEPrYU,BR1,/v1/stats/player_history/NA/36768091,NA,1mxbyWJTJ2nbIKFCG_PLq5KIzdyL0tnJPCAH-fZCK0EO,Days4fun
5,rAFjGL7zwqqs4S85jFza6PEq6smcRndng6uuEZGs8pxMxg,2nznYMOeltdXRXQT5N7AOIp39UVouZAGM2hUmV4elJ4,BR1,/v1/stats/player_history/NA1/46217841,NA1,YsynFyhObg8LFQ3erbiBB8-RLrjXCNTR6mUOlDVqA4Gy,MADKING1
6,UZWptKdipfqSZcDWGlOdkmx1tNeuhHghe1YYY8squ__kl10,UZWptKdipfqSZcDWGlOdkmx1tNeuhHghe1YYY8squ__kl10,BR1,/v1/stats/player_history/BR1/218340843,BR1,4Nb3L-tAhqkbq8iUsgvLdMJSLwJj2-cULa84xW7seKcFmDg,DaIIasmmbr
7,-YaTKjmV9RlmbgPe4MO1QgX1HxKQnAsKI51ADGArOyg,-YaTKjmV9RlmbgPe4MO1QgX1HxKQnAsKI51ADGArOyg,BR1,/v1/stats/player_history/BR1/789650,BR1,P-n1fvk_d8YbY1EME0Nkahrlnz7UAoVbO_72jWyRQ-iB,II MonoKaiser II
8,mAysett7bJNU9rQ18ENAm5SLD_Qd1F6Fdb7KxFsU7azfj-I,mAysett7bJNU9rQ18ENAm5SLD_Qd1F6Fdb7KxFsU7azfj-I,BR1,/v1/stats/player_history/BR1/206301234,BR1,4rDzMtLfFR0GOy-9kFL_40S5mSq3IwcPBLhYHNhd_XrwgQY,failed again
9,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
10,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
1,-YaTKjmV9RlmbgPe4MO1QgX1HxKQnAsKI51ADGArOyg,-YaTKjmV9RlmbgPe4MO1QgX1HxKQnAsKI51ADGArOyg,BR1,/v1/stats/player_history/BR1/789650,BR1,P-n1fvk_d8YbY1EME0Nkahrlnz7UAoVbO_72jWyRQ-iB,II MonoKaiser II
2,yteihhAibrR-6r7Qp4pkfzmYjKNv-kKsIyNcVu__tCyVXQ,qxWU0ZDKXF8wQA12BIbx8OWeJc4dC4cIbG06VDtgc2f5,BR1,/v1/stats/player_history/EUW1/31619463,EUW1,U-isyaagAa46SunDk3hyhZOlPcVXVGLc6uG9hrPFhskr5w,Vamp Vamp no Mi
3,Jc8N4rsqap0ZFje86yq33zRtDWoZmm7FwbYp5L9Pv_6me6Q,Jc8N4rsqap0ZFje86yq33zRtDWoZmm7FwbYp5L9Pv_6me6Q,BR1,/v1/stats/player_history/BR1/200787805,BR1,1S9zcR77rVq5kQkGAZQa4knnUyZ6pnees2iEO7Oczt7UEw,Super Primata
4,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,VEYhCB9aKTSY8vRjl7zzvTCVzCCTCjU_Oa5GGF5Bezlx,BR1,/v1/stats/player_history/BR1/1194077,BR1,W_uqhCkGhqQPKpYbumtjpo76dGOLb2dM410GwvoSvD__IA,4LaN
5,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,71LzJSmj-Ymti-_CrgYlR7laclexN3bRSqAz_oR9D0F_ofs,BR1,/v1/stats/player_history/BR1/202648015,BR1,PviIdiOKdAZi9lTkKtqJbcGGxFY_tIGtZ3wRbkkkOp2IfQ,procuro duo fiel
6,wjevoCHPmIFT7E4Pg0erPw0c1pp20-aSsB0mUJUcHoRgjg,yzOCE0xAzbPzP0qLAVm9mSLPPfAL1q3fnUEz4Ov7eHY,BR1,/v1/stats/player_history/NA/31599681,NA,fn67H5qU5ew80HWR6alOn5zsGpHOC_xdkv45RvhxtEeI,danmf
7,HV6IwUqXdHu50e2WBFLpSoVqJ8Wih13IWwLct7NYrqSsTA,sVL_brpafn17bdrSazn6Dj_tgtQNoan3N7zkydEPrYU,BR1,/v1/stats/player_history/NA/36768091,NA,1mxbyWJTJ2nbIKFCG_PLq5KIzdyL0tnJPCAH-fZCK0EO,Days4fun
8,hQIGSREyrfsjjbbjv27NwxLKvD6zOvtzqFLAVBSIQOT_rzQ,hQIGSREyrfsjjbbjv27NwxLKvD6zOvtzqFLAVBSIQOT_rzQ,BR1,/v1/stats/player_history/BR1/214766880,BR1,jxYDBL9gbAFY98-NE3kvsW74SknPWwBz08Wq3-U9FPiDDW0,KrastyeI
9,K6VNnlpX_FhzUOBoUtav_pltCZm2HiWtY3xiSimQE5k4_Q,PciYJKEvF5NuSCJoCoESamyb2wmZdkNjg8b1lDa7wT0,BR1,/v1/stats/player_history/NA1/42185690,NA1,x7HexkVq_4hJxb2qPVy7kHuYV7XftVs-p_7PvpXftgcC,use your Mind
10,zUVpDsdsmG3RsN-9RCGhZVQ3jnvNe89QFN_4NMeM_z4iXFc,zUVpDsdsmG3RsN-9RCGhZVQ3jnvNe89QFN_4NMeM_z4iXFc,BR1,/v1/stats/player_history/BR1/200797313,BR1,P_tCofOBo4db6d8kAfb9TojyhEqZBHO8zBD3nkmALznFTQ,freirezin
1,8zZa6ZwjZtjIvBje6BxJnFgfagRlmeglRT18Q6Ro_d7QoAk,8zZa6ZwjZtjIvBje6BxJnFgfagRlmeglRT18Q6Ro_d7QoAk,BR1,/v1/stats/player_history/BR1/201696603,BR1,MpgUgh36R0lb8clanKgwgLWG9tMrbg0M0gsSYRi_NPRfdg,LêoN
2,ZHjLNY9ZRjBDNjWIrjpy61vQBRME5S-65HnqAXtVj2Eqww,MzYTdlsEQLp5AkS3yUWUgesnIZEa3lZU9Fu892UUB6L3r_k,BR1,/v1/stats/player_history/NA/32732961,NA,3bOuGVOYU__ncnWjMKpq4G0VUtpbykRbO93Qgnsc5zqE0MI,jggr
3,0F236DdfIwYkhPIzpbZgzxrJx10tqWzvrmSSAcMZ84-6awk,0F236DdfIwYkhPIzpbZgzxrJx10tqWzvrmSSAcMZ84-6awk,BR1,/v1/stats/player_history/BR1/210995872,BR1,kMSwh6cHCjpWiElf0r3d28f_QmnRkqUhM62jILcR_lrleiw,slezzy raitekero
4,BQKUvjHtUEXoy4l8DkjZKLtqtlSLnVfSVkPGHzQ6-7DbsQ,r5wQ3dqHEsE4hRV6CYm9iF_EW1RHW9KauOBfsQCfTret-JY,BR1,/v1/stats/player_history/NA1/49468719,NA1,1H5bSowksc6HAmTyDD5RD3qcMbgH9R1VJwiOT0rz1r2BPCo,Votux
